publisher_loc,object_ID,year,label,title,file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Islington, Metropolitan Borough of",B18248597,1859,Page 024,B18248597,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1848-1859.xml/Islington.1859.b18248597.xml/10182485900550030.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,1,2,3,4,5,6,7,8,9,10,11,12,13,,14,15,16,17,18,19,20,21,22,23,24,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hornsey,2,Diphtheria,1,Diphtheria Laryngeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Southgate,1½,Diphtheria,26,Diphtheria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood Green,B19797266,1919,Page 013,B19797266,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1910-1919.xml/WoodGreen.1919.b19797266.xml/10197972600140004.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Hornsey,Hornsey,Hornsey,Hornsey,Hornsey,Hornsey,Southgate,Southgate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Disease.,Diphtheria,Diphtheria,Diphtheria,Diphtheria,Diphtheria,Cerebro Sp.,Diphtheria,Enteric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cause of Death.,Diphtheria,Diphtheria,Diphtheria,Diphtheria,Diphtheria Laryngeal,Cerebro Sp. M,Diphtheria,Enteric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood Green,B19797266,1919,Page 038,B19797266,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1910-1919.xml/WoodGreen.1919.b19797266.xml/10197972600390018.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Under 1 week.,1 to 2 weeks.,2 to 3 weeks.,3 to 4 weeks.,Total under 1 month.,1 to 3 months.,3 to 6 months.,6 to 9 moDths.,9 to 12 month?.,Total under 1 year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Croup,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood Green,B19797266,1919,Page 039,B19797266,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1910-1919.xml/WoodGreen.1919.b19797266.xml/10197972600400019.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,All ages.,Under 1 year.,1 and under 2 years.,2 and under 5 years.,5 and under 15 years.,15 and under 25 years.,25 and under 45 years.,45 and under 65 years.,65 years and upwards.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Croup,9,-,-,4,5,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woolwich,B19823356,1910,Page 159_160,B19823356,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1910-1919.xml/Woolwich.1910.b19823356.xml/10198233501600063.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Week ending,January 8,15,22,29,February 5,12,19,26,March 5,12,19,26,April 2,1st Quarter,April 9,16,23,30,May 7,14,21,28,June 4,11,18,25,July 2,2nd Quarter,July 9,16,23,30,August 6,13,20,27,September 3,10,17,24,October 1,3rd Quarter,October 8,15,22,29,November 5,12,19,26,December 3,10,17,24,31,4th Quarter,Whole Year.,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Mem. Croup.,..,..,..,..,..,..,..,2,..,..,..,1,..,3,1,..,..,..,..,..,..,..,..,..,1,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,,,,,,,,,,,,,,,,,,,,,,,,
Woolwich,B1982337X,1912,Page 153_154,B1982337X,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1910-1919.xml/Woolwich.1912.b1982337x.xml/10198233701560062.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Week ending,Jan. 6,13,20,27,Feb. 3,10,17,24,Mar. 2,9,16,23,30,1st Qtr.,April 6,13,20,27,May 4,11,18,25,June 1,8,15,22,29,2nd Qtr.,July 6,13,20,27,Aug. 3,10,17,24,31,Sept. 7,14,21,28,3rd Qtr.,Oct. 5,12,19,26,Nov. 2,9,16,23,30,Dec. 7,14,21,28,4th Qtr.,Total for Year,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Mem. Croup.,-,-,-,-,-,-,-,-,1,1,-,2,-,4,-,-,-,-,-,-,-,-,-,1,-,1,-,2,-,1,-,-,1,1,-,-,-,-,-,2,1,6,-,-,-,2,2,-,-,-,2,-,-,-,1,,19,,,,,,,,,,,,,,,,,,,,,,,,
Woolwich,B19823381,1913,Page 165_166,B19823381,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1910-1919.xml/Woolwich.1913.b19823381.xml/10198233801720073.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Week ending,January 4,",, 11",",, 18",25..,February 1,",, 8",",, 15",",, 22",March 1,",, 8",",, 15",",, 22",",, 29",1st Quarter,April 5,",, 12",",, 19",",, 26",May 3,",, 10",",, 17",",, 24",",, 31",June 7,",,14",",, 21",",, 28",2nd Quarter,July 5,",, 12",",, 19",",, 26",August 2.,",, 9",",, 16",",, 23",",, 30",September 6,",, 13..",",, 20",",, 27",3rd Quarter,October 4,",, 11",",, 18",",, 25",November 1.,",, 8",",, 15",",, 22",",, 29",December 6,",, 13",",, 20",",, 27",January 3,1914 4th Quarter,Whole Year (53 weeks),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Mem. Croup.,,,,,1,,,,,,,,,3,..,1,,,,,,1,,,1,1,,7,,,,,,,,,,,,,,3,,,2,,,,,1,,,,,,,4,17,,,,,,,,,,,,,,,,,,,,,,,
Woolwich,B19823393,1914,Page 169,B19823393,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1910-1919.xml/Woolwich.1914.b19823393.xml/10198233901740064.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Week ending,January 10,„17,„ 24,„ 81,February 7,„ 14,„ 21,„ 28,March 7,„ 14,„ 21,„ 28,April 4,1st Quarter,April 11,„ 18,„ 25,Slay 2,„ 9,„ 16,„ 23,„ 30,June 6,„ 13,„ 20,„ 27,July 4,2nd Quarter,July 11,„ 18,„ 25,August 1,„ 8,„ 15,„ 22,„ 29,September 5,„ 12,„ 19,„ 26,October 3,3rd Quarter,October 10,„ 17,„ 24,„ 31,November 7,„ 14,„ 21,„ 28,December 5,„ 12,„19,„ 26,January 2 1915,4th Quarter,Whole Year,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Mem. Croup.,..,1,..,3,..,..,1,..,..,..,1,..,2,8,1,..,1,..,1,1,1,1,..,..,..,..,1,7,..,..,..,..,..,..,..,..,..,1,1,1,1,4,..,..,4,2,..,1,..,..,4,1,1,2,1,16,35,,,,,,,,,,,,,,,,,,,,,,,,
Woolwich,B1982340X,1915,Page 099_100,B1982340X,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1910-1919.xml/Woolwich.1915.b1982340x.xml/10198234001000043.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cause of Death.,Under 1 Week.,1-2 Weeks.,2-3 Weeks.,3-4 Weeks.,Total under 4 Weeks.,4 Weeks and under 3 Months.,3 Months and under 6 Months.,6 Months and under 9 Months.,9 Months and under 12 Months.,Total Deaths under 1 Year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Croup,—,—,—,—,—,—,1,—,—,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Woolwich,B1982340X,1915,Page 105_106,B1982340X,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1910-1919.xml/Woolwich.1915.b1982340x.xml/10198234001060046.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Week Ending.,1915,Jan. 9,16,23,30,Feb. 6,13,20,27,Mar. 6,13,20,27,April 3,1st Qtr.,April 10,17,24,May 1,8,15,22,29,June 5,12,19,26,July 3,2nd Qtr.,July 10,17,24,31,Aug. 7,14,21,28,Sept. 4,11,18,25,Oct. 2,3rd Qtr.,Oct. 9,16,23,30,Nov. 6,13,20,27,Doe. 4,11,18,25,1916,Jan. 1,4th Qtr.,Total for Year,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Mem. Croup.,,—,2,1,—,1,—,—,3,—,—,1,—,—,8,1,—,2,—,1,—,1,—,—,—,—,—,—,5,—,—,—,—,2,—,1,1,—,—,—,—,1,5,—,1,—,—,—,—,—,—,—,—,—,—,,—,2,20,,,,,,,,,,,,,,,,,,,,,,
"Woolwich (London, England)",B18120659,1919,Page 026,B18120659,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1910-1919.xml/Woolwich.1919.b18120659.xml/10181206500250018.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Cause of Death.,Under 1 week.,1-2 weeks.,2-3 weeks.,3-4 weeks.,Total under 4 weeks.,4 weeks and under 3 months,3 months and under 6 months,6 months and under 9 months,9 months and under 12 months,Total Deaths under 1 year.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Croup,..,..,..,..,..,..,..,..,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B19784120,1920,Page 007,B19784120,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1920.b19784120.xml/10197841200080002.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Disease.,No. of Admissions,Deaths.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,178,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B19784120,1920,Page 046,B19784120,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1920.b19784120.xml/10197841200470042.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Disease,Under 1,1—5,6—15,16—25,26-45,46—65,Over 65,North,South,East,West,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Croup,5,8,...,...,...,...,...,...,3,10,...,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B19784144,1924,Page 016,B19784144,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1924.b19784144.xml/10197841400280009.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Enteric fever,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B19784144,1924,Page 023,B19784144,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1924.b19784144.xml/10197841400420013.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Males.,Females.,Total,Total eases rem'd to HoS.,Deaths.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,25,25,50,45,3*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B19784156,1925,Page 048,B19784156,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1925.b19784156.xml/10197841501000028.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Males.,Females.,Total,Total cases rem'd to Hos.,Deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,29,46,75,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B19784168,1926,Page 015,B19784168,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1926.b19784168.xml/10197841600280011.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Enteric Fever,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B19784168,1926,Page 040,B19784168,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1926.b19784168.xml/10197841600800021.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Males,Females.,Total,Total cases rem'd to Hos.,Deaths.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,25,30,55,52,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B1978417X,1927,Page 038,B1978417X,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1927.b1978417x.xml/10197841700700023.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Males.,Females.,Total,Total cases rem'd to Hos.,Deaths,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,34,43,77,77**,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B19784181,1928,Page 025,B19784181,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1928.b19784181.xml/10197841800460011.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Enteric Fever,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B19784181,1928,Page 049,B19784181,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1928.b19784181.xml/10197841800920023.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Males.,Females.,Total,Total cases rcm'd to Hos.,Deaths.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,46,61,107,104,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barking,B19784193,1929,Page 049,B19784193,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barking.1929.b19784193.xml/10197841900880021.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Males.,Females.,Total,Total cases rem'd to Hos.,Deaths.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,43,52,95,89,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,B19878825,1920,Page 023,B19878825,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barnes.1920.b19878825.xml/10198788200240012.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Notified Disease.,No.,Barnes.,Mortlake.,No. Removed to Hospital.,Deaths.,Deaths in Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,103,56,47,75,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,B19975739,1922,Page 009,B19975739,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barnes.1922.b19975739.xml/10199757300140008.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Disease.,Barnes.,London.,England & Wales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,0.09,0.25,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnes,B19975727,1926,Page 008,B19975727,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barnes.1926.b19975727.xml/10199757200130006.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Disease.,Barnes.,London.,England and Wales.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,0,0.12,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barnet UDC,B19795312,1925,Page 008,B19795312,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Barnet.1925.b19795312.xml/10197953100140002.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Nature of Infectious Disease.,Notified,Removed to Hospital,Deaths.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria and Membranous Croup.,3,2,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battersea,B18220435,1927,Page 025,B18220435,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Battersea.1927.b18220435.xml/10182204300320018.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,C'cl.,Vol.,Total.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visits re prevention of Diphtheria,80,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battersea Borough,B18236212,1928,Page 026,B18236212,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Battersea.1928.b18236212.xml/10182362100290018.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,C'cl.,Vol.,Total.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visits re prevention of Diphtheria,310,3,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battersea Borough,B18236224,1929,Page 027,B18236224,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Battersea.1929.b18236224.xml/10182362200300018.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,C'cl.,Vol.,Total.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Visits re prevention of Diphtheria,444,13,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beckenham,B1978479X,1920,Page 017,B1978479X,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Beckenham.1920.b1978479x.xml/10197847900160007.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diseases.,"Remaining in Hospital 31st December, 1919.",Admitted to Hospital during 1920.,Discharged cured.,"Remaining in Hospital 31st December, 1920.",No. of Deaths.,Mortality per cent. of Admissions.,Average number of days in Hospital.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria,5,45,36,2,...,...,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beckenham,B1978479X,1920,Page 028,B1978479X,/Users/deborah/Documents/scripts/python_work/project2016/MOH tables.xml/1920-1929.xml/Beckenham.1920.b1978479x.xml/10197847900270020.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Population.,20705,21666,21840,22470,23070,23579,24300,24730,26075,26556,26453,26958,27452,27965,28489,29022,29565,30119,30681,31255,31848,32408,32987,33572,33796,30774,30612,29425,32516,32.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Diphtheria cases notified.,14,21,50,61,28,25,23,22,54,45,29,37,28,33,47,21,73,93,51,62,67,71,79,98,35,10,18,42,42,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Deaths from Diphtheria.,2,1,9,4,7,4,3,4,6,10,5,3,2,4,3,1,7,6,4,2,4,5,4,10,1,0,1,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
